content,publishtime,area,majorpollutant,forecastdate,aqi,minorpollutant,minorpollutantaqi
"今（22）日環境風場為偏南風，全臺擴散條件佳，午後受光化作用影響，臭氧濃度稍上升，入夜後已趨緩。依18時監測結果，竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
依監測資料及氣象署22日18時氣象資料顯示：23日環境風場為偏南風，迎風面擴散條件較佳，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
24日環境風場為偏南風，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
25日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，23日至24日環境風場為偏南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積；25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-22 22:00",北部,臭氧八小時,2024-06-23,55,,
"今（22）日環境風場為偏南風，全臺擴散條件佳，午後受光化作用影響，臭氧濃度稍上升。依16時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象署22日16時氣象資料顯示：23日環境風場為偏南風，迎風面擴散條件較佳，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
24日環境風場為偏南風，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
25日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，23日至24日環境風場為偏南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積；25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-22 16:30",澎湖,,2024-06-23,30,,
"今（22）日環境風場為偏南風，全臺擴散條件佳，午後受光化作用影響，臭氧濃度稍上升。依16時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象署22日16時氣象資料顯示：23日環境風場為偏南風，迎風面擴散條件較佳，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
24日環境風場為偏南風，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
25日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，23日至24日環境風場為偏南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積；25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-22 16:30",金門,,2024-06-23,40,,
"今（22）日環境風場為偏南風，全臺擴散條件佳，午後受光化作用影響，臭氧濃度稍上升。依16時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象署22日16時氣象資料顯示：23日環境風場為偏南風，迎風面擴散條件較佳，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
24日環境風場為偏南風，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
25日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，23日至24日環境風場為偏南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積；25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-22 16:30",馬祖,,2024-06-23,40,,
"今（22）日環境風場為偏南風，全臺擴散條件佳，午後受光化作用影響，臭氧濃度稍上升。依16時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象署22日16時氣象資料顯示：23日環境風場為偏南風，迎風面擴散條件較佳，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
24日環境風場為偏南風，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
25日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，23日至24日環境風場為偏南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積；25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-22 16:30",花東,,2024-06-25,25,,
"今（22）日環境風場為偏南風，全臺擴散條件佳，午後受光化作用影響，臭氧濃度稍上升。依16時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象署22日16時氣象資料顯示：23日環境風場為偏南風，迎風面擴散條件較佳，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
24日環境風場為偏南風，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
25日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，23日至24日環境風場為偏南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積；25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-22 16:30",花東,,2024-06-24,25,,
"今（22）日環境風場為偏南風，全臺擴散條件佳，午後受光化作用影響，臭氧濃度稍上升。依16時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象署22日16時氣象資料顯示：23日環境風場為偏南風，迎風面擴散條件較佳，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
24日環境風場為偏南風，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
25日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，23日至24日環境風場為偏南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積；25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-22 16:30",花東,,2024-06-23,30,,
"今（22）日環境風場為偏南風，全臺擴散條件佳，午後受光化作用影響，臭氧濃度稍上升。依16時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象署22日16時氣象資料顯示：23日環境風場為偏南風，迎風面擴散條件較佳，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
24日環境風場為偏南風，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
25日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，23日至24日環境風場為偏南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積；25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-22 16:30",宜蘭,,2024-06-25,30,,
"今（22）日環境風場為偏南風，全臺擴散條件佳，午後受光化作用影響，臭氧濃度稍上升。依16時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象署22日16時氣象資料顯示：23日環境風場為偏南風，迎風面擴散條件較佳，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
24日環境風場為偏南風，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
25日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，23日至24日環境風場為偏南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積；25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-22 16:30",宜蘭,,2024-06-24,35,,
"今（22）日環境風場為偏南風，全臺擴散條件佳，午後受光化作用影響，臭氧濃度稍上升。依16時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象署22日16時氣象資料顯示：23日環境風場為偏南風，迎風面擴散條件較佳，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
24日環境風場為偏南風，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
25日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，23日至24日環境風場為偏南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積；25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-22 16:30",宜蘭,,2024-06-23,40,,
"今（22）日環境風場為偏南風，全臺擴散條件佳，午後受光化作用影響，臭氧濃度稍上升。依16時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象署22日16時氣象資料顯示：23日環境風場為偏南風，迎風面擴散條件較佳，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
24日環境風場為偏南風，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
25日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，23日至24日環境風場為偏南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積；25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-22 16:30",高屏,,2024-06-25,40,,
"今（22）日環境風場為偏南風，全臺擴散條件佳，午後受光化作用影響，臭氧濃度稍上升。依16時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象署22日16時氣象資料顯示：23日環境風場為偏南風，迎風面擴散條件較佳，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
24日環境風場為偏南風，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
25日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，23日至24日環境風場為偏南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積；25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-22 16:30",高屏,,2024-06-24,40,,
"今（22）日環境風場為偏南風，全臺擴散條件佳，午後受光化作用影響，臭氧濃度稍上升。依16時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象署22日16時氣象資料顯示：23日環境風場為偏南風，迎風面擴散條件較佳，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
24日環境風場為偏南風，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
25日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，23日至24日環境風場為偏南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積；25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-22 16:30",高屏,,2024-06-23,30,,
"今（22）日環境風場為偏南風，全臺擴散條件佳，午後受光化作用影響，臭氧濃度稍上升。依16時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象署22日16時氣象資料顯示：23日環境風場為偏南風，迎風面擴散條件較佳，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
24日環境風場為偏南風，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
25日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，23日至24日環境風場為偏南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積；25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-22 16:30",雲嘉南,,2024-06-25,50,,
"今（22）日環境風場為偏南風，全臺擴散條件佳，午後受光化作用影響，臭氧濃度稍上升。依16時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象署22日16時氣象資料顯示：23日環境風場為偏南風，迎風面擴散條件較佳，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
24日環境風場為偏南風，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
25日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，23日至24日環境風場為偏南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積；25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-22 16:30",雲嘉南,,2024-06-24,40,,
"今（22）日環境風場為偏南風，全臺擴散條件佳，午後受光化作用影響，臭氧濃度稍上升。依16時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象署22日16時氣象資料顯示：23日環境風場為偏南風，迎風面擴散條件較佳，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
24日環境風場為偏南風，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
25日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，23日至24日環境風場為偏南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積；25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-22 16:30",雲嘉南,,2024-06-23,35,,
"今（22）日環境風場為偏南風，全臺擴散條件佳，午後受光化作用影響，臭氧濃度稍上升。依16時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象署22日16時氣象資料顯示：23日環境風場為偏南風，迎風面擴散條件較佳，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
24日環境風場為偏南風，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
25日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，23日至24日環境風場為偏南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積；25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-22 16:30",中部,,2024-06-25,50,,
"今（22）日環境風場為偏南風，全臺擴散條件佳，午後受光化作用影響，臭氧濃度稍上升。依16時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象署22日16時氣象資料顯示：23日環境風場為偏南風，迎風面擴散條件較佳，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
24日環境風場為偏南風，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
25日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，23日至24日環境風場為偏南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積；25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-22 16:30",中部,,2024-06-24,35,,
"今（22）日環境風場為偏南風，全臺擴散條件佳，午後受光化作用影響，臭氧濃度稍上升。依16時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象署22日16時氣象資料顯示：23日環境風場為偏南風，迎風面擴散條件較佳，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
24日環境風場為偏南風，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
25日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，23日至24日環境風場為偏南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積；25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-22 16:30",中部,,2024-06-23,45,,
"今（22）日環境風場為偏南風，全臺擴散條件佳，午後受光化作用影響，臭氧濃度稍上升。依16時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象署22日16時氣象資料顯示：23日環境風場為偏南風，迎風面擴散條件較佳，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
24日環境風場為偏南風，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
25日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，23日至24日環境風場為偏南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積；25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-22 16:30",竹苗,,2024-06-25,40,,
"今（22）日環境風場為偏南風，全臺擴散條件佳，午後受光化作用影響，臭氧濃度稍上升。依16時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象署22日16時氣象資料顯示：23日環境風場為偏南風，迎風面擴散條件較佳，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
24日環境風場為偏南風，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
25日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，23日至24日環境風場為偏南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積；25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-22 16:30",竹苗,,2024-06-24,30,,
"今（22）日環境風場為偏南風，全臺擴散條件佳，午後受光化作用影響，臭氧濃度稍上升。依16時監測結果，北部、竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級。
依監測資料及氣象署22日16時氣象資料顯示：23日環境風場為偏南風，迎風面擴散條件較佳，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區及馬祖、金門、澎湖為「良好」等級；北部空品區為「普通」等級。
24日環境風場為偏南風，北部位於下風處，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
25日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積，午後受光化作用影響，臭氧濃度稍易上升。竹苗、中部、雲嘉南、高屏、宜蘭、花東空品區為「良好」等級；北部空品區為「普通」等級。
未來一週，23日至24日環境風場為偏南風，迎風面擴散條件較好，北部位於下風處，污染物稍易累積；25日至27日環境風場為東南風，西半部擴散條件稍轉差，污染物稍易累積。空氣品質受氣象條件影響大，有其不確定性，請隨時留意最新空氣品質資訊。","2024-06-22 16:30",竹苗,,2024-06-23,35,,
